contact,month,day_of_week,campaign,pdays,previous_stat,poutcome,id
cellular,jul,fri,1,999,0,nonexistent,5404
cellular,aug,fri,2,999,0,nonexistent,13385
cellular,nov,wed,3,999,0,nonexistent,36986
telephone,jul,wed,2,999,0,nonexistent,28515
telephone,may,tue,5,999,0,nonexistent,4229
telephone,may,mon,1,999,0,nonexistent,32575
telephone,jun,mon,7,999,0,nonexistent,31031
telephone,may,wed,3,999,0,nonexistent,28732
telephone,jun,mon,2,999,0,nonexistent,13789
cellular,aug,wed,3,999,0,nonexistent,36802
cellular,apr,thu,1,999,0,nonexistent,9303
telephone,may,thu,1,6,2,success,13338
cellular,may,wed,3,999,0,nonexistent,40653
cellular,oct,wed,1,999,0,nonexistent,21152
cellular,jul,tue,1,999,0,nonexistent,21750
cellular,jul,tue,1,999,0,nonexistent,5564
cellular,aug,thu,3,999,0,nonexistent,31541
cellular,apr,wed,1,999,0,nonexistent,15345
cellular,may,fri,1,1,2,success,32294
cellular,may,fri,6,999,0,nonexistent,40837
telephone,may,mon,3,999,0,nonexistent,39230
telephone,jun,wed,1,999,2,failure,16880
telephone,may,tue,9,999,0,nonexistent,23323
cellular,jul,fri,1,999,0,nonexistent,39987
cellular,may,fri,1,999,0,nonexistent,37288
cellular,may,tue,5,999,0,nonexistent,240
telephone,may,tue,1,999,0,nonexistent,3389
cellular,may,mon,1,999,1,failure,24055
cellular,may,fri,1,999,0,nonexistent,35565
telephone,jun,fri,1,999,0,nonexistent,11323
telephone,may,tue,2,999,0,nonexistent,2316
cellular,aug,wed,1,999,0,nonexistent,20838
cellular,apr,tue,1,999,0,nonexistent,21358
telephone,nov,mon,1,999,0,nonexistent,5542
cellular,nov,fri,4,999,0,nonexistent,3845
telephone,may,fri,2,999,0,nonexistent,15756
cellular,jul,mon,1,999,0,nonexistent,38479
cellular,jul,tue,1,999,0,nonexistent,40884
cellular,nov,mon,3,999,0,nonexistent,13766
telephone,may,thu,1,999,0,nonexistent,40527
telephone,may,mon,1,999,0,nonexistent,26665
cellular,may,tue,2,999,1,failure,34727
cellular,nov,thu,6,999,1,failure,23973
cellular,aug,thu,7,999,0,nonexistent,16171
cellular,aug,tue,1,999,0,nonexistent,32877
cellular,aug,wed,3,999,0,nonexistent,6435
telephone,oct,thu,1,999,0,nonexistent,26910
cellular,may,wed,2,999,0,nonexistent,24599
cellular,nov,thu,3,999,0,nonexistent,31172
cellular,jul,tue,1,999,0,nonexistent,5641
telephone,may,tue,1,999,0,nonexistent,19283
cellular,aug,tue,4,999,0,nonexistent,11182
cellular,apr,wed,1,999,0,nonexistent,33379
cellular,jul,wed,1,999,0,nonexistent,38627
cellular,mar,tue,1,999,0,nonexistent,9343
cellular,aug,thu,1,999,0,nonexistent,24422
cellular,may,tue,1,1,1,success,21465
cellular,aug,thu,2,999,0,nonexistent,2813
telephone,may,tue,3,999,0,nonexistent,24436
cellular,aug,thu,2,999,0,nonexistent,12178
telephone,jun,mon,3,999,0,nonexistent,34620
cellular,jul,thu,1,999,0,nonexistent,21655
cellular,apr,mon,3,999,0,nonexistent,39281
cellular,apr,tue,2,999,0,nonexistent,20550
telephone,jun,tue,1,999,0,nonexistent,3731
cellular,nov,wed,2,999,0,nonexistent,20810
telephone,may,wed,2,999,0,nonexistent,22610
cellular,may,tue,2,999,0,nonexistent,18553
cellular,aug,mon,2,999,0,nonexistent,26869
cellular,aug,tue,3,999,0,nonexistent,28901
telephone,may,wed,1,999,0,nonexistent,10756
cellular,may,thu,3,999,0,nonexistent,32384
cellular,sep,thu,1,999,0,nonexistent,23430
cellular,jul,thu,1,999,0,nonexistent,39643
telephone,jun,wed,6,999,0,nonexistent,23020
cellular,jul,wed,2,999,0,nonexistent,2461
cellular,nov,thu,2,999,0,nonexistent,12511
cellular,nov,thu,2,6,3,success,33156
cellular,jul,wed,1,999,0,nonexistent,20488
cellular,jul,thu,1,999,0,nonexistent,30568
telephone,may,tue,1,999,0,nonexistent,8000
cellular,may,wed,2,999,0,nonexistent,10327
cellular,jul,wed,2,999,0,nonexistent,17981
cellular,aug,wed,3,999,0,nonexistent,10857
cellular,may,mon,2,999,0,nonexistent,12524
cellular,jul,tue,1,999,0,nonexistent,15422
cellular,aug,wed,1,999,0,nonexistent,32458
cellular,jul,mon,1,999,0,nonexistent,3692
cellular,apr,fri,2,999,1,failure,22117
cellular,apr,fri,1,999,0,nonexistent,28192
cellular,may,mon,3,999,0,nonexistent,23969
telephone,jun,thu,5,999,0,nonexistent,18732
cellular,aug,tue,1,999,0,nonexistent,39384
telephone,jun,fri,16,999,0,nonexistent,30043
cellular,may,fri,1,999,0,nonexistent,38736
telephone,may,tue,1,999,0,nonexistent,6922
telephone,may,thu,2,999,0,nonexistent,12453
telephone,may,thu,4,999,0,nonexistent,33775
cellular,aug,tue,2,999,0,nonexistent,22795
cellular,aug,wed,3,999,0,nonexistent,1203
telephone,jun,wed,1,999,0,nonexistent,1525
cellular,may,mon,1,999,0,nonexistent,4250
cellular,nov,fri,2,999,0,nonexistent,10788
cellular,may,fri,2,999,0,nonexistent,4942
telephone,may,thu,1,999,0,nonexistent,7198
telephone,may,fri,4,999,0,nonexistent,12555
cellular,aug,mon,6,999,0,nonexistent,9924
cellular,nov,thu,1,999,1,failure,32894
cellular,may,mon,6,999,0,nonexistent,40469
cellular,may,fri,1,999,0,nonexistent,13819
cellular,dec,thu,1,999,1,failure,37426
telephone,oct,wed,3,999,0,nonexistent,554
cellular,nov,wed,1,999,0,nonexistent,13388
telephone,may,wed,2,999,0,nonexistent,8661
cellular,aug,thu,2,999,0,nonexistent,22846
cellular,jul,tue,1,999,0,nonexistent,13349
cellular,may,tue,1,999,0,nonexistent,6660
cellular,may,wed,2,999,0,nonexistent,36036
cellular,jul,mon,1,999,0,nonexistent,20738
cellular,jul,fri,1,999,0,nonexistent,9047
telephone,jun,fri,3,999,0,nonexistent,35983
cellular,may,mon,4,999,0,nonexistent,40364
cellular,jul,thu,1,999,0,nonexistent,40092
cellular,may,wed,5,999,0,nonexistent,23186
telephone,may,wed,3,999,0,nonexistent,9786
cellular,aug,mon,5,999,0,nonexistent,15637
telephone,may,thu,1,999,0,nonexistent,27371
cellular,sep,thu,1,999,0,nonexistent,28711
cellular,jul,mon,5,999,0,nonexistent,33567
telephone,may,fri,5,999,0,nonexistent,20647
cellular,aug,tue,1,999,0,nonexistent,25294
cellular,jul,thu,1,999,0,nonexistent,15839
telephone,jun,fri,10,999,0,nonexistent,27289
cellular,aug,mon,1,999,0,nonexistent,17331
cellular,jun,tue,1,999,0,nonexistent,1219
telephone,jun,wed,3,999,0,nonexistent,27987
cellular,aug,tue,1,999,0,nonexistent,2921
cellular,nov,tue,2,999,0,nonexistent,7656
cellular,aug,thu,1,999,0,nonexistent,2148
telephone,jun,wed,1,999,0,nonexistent,17497
cellular,jul,wed,1,999,0,nonexistent,38170
cellular,aug,fri,4,999,0,nonexistent,6251
cellular,apr,fri,3,999,1,failure,13105
telephone,jun,fri,4,999,0,nonexistent,8248
cellular,aug,fri,3,999,0,nonexistent,1402
telephone,may,thu,3,999,0,nonexistent,24801
cellular,aug,thu,6,999,0,nonexistent,22874
cellular,nov,fri,2,999,0,nonexistent,11548
cellular,jul,thu,1,999,0,nonexistent,36640
telephone,nov,thu,3,999,0,nonexistent,19354
telephone,may,wed,1,999,0,nonexistent,25228
telephone,may,fri,1,999,0,nonexistent,40529
cellular,nov,mon,1,999,0,nonexistent,27720
telephone,may,fri,3,999,0,nonexistent,34591
telephone,may,wed,2,999,0,nonexistent,28904
cellular,oct,mon,2,999,0,nonexistent,19903
telephone,may,wed,3,999,0,nonexistent,34952
cellular,jul,tue,5,999,0,nonexistent,2901
telephone,jul,thu,2,999,0,nonexistent,30883
cellular,jul,wed,1,999,0,nonexistent,5962
telephone,jun,wed,3,999,0,nonexistent,40302
cellular,jul,fri,2,999,0,nonexistent,32869
telephone,jun,thu,1,999,0,nonexistent,1793
telephone,may,mon,1,999,0,nonexistent,9799
cellular,apr,fri,2,999,0,nonexistent,39132
cellular,may,fri,1,999,0,nonexistent,35795
cellular,jul,mon,4,999,0,nonexistent,28623
cellular,aug,fri,2,999,0,nonexistent,21807
telephone,may,thu,1,999,0,nonexistent,33849
cellular,may,wed,2,999,1,failure,30847
telephone,may,thu,2,999,0,nonexistent,1529
cellular,aug,wed,3,999,0,nonexistent,31962
cellular,jul,thu,4,999,0,nonexistent,13757
cellular,aug,tue,1,999,0,nonexistent,20386
cellular,nov,mon,1,999,1,failure,6176
cellular,aug,mon,2,999,0,nonexistent,2207
cellular,jul,mon,5,999,0,nonexistent,40176
cellular,aug,fri,4,999,0,nonexistent,1623
telephone,may,mon,2,999,0,nonexistent,3839
telephone,may,tue,3,999,0,nonexistent,33492
cellular,may,thu,2,999,0,nonexistent,34919
telephone,jun,mon,3,999,0,nonexistent,35641
telephone,may,thu,5,999,0,nonexistent,6480
cellular,aug,tue,2,999,0,nonexistent,28386
cellular,aug,fri,2,3,3,success,31504
cellular,jun,tue,2,999,0,nonexistent,32452
telephone,may,wed,2,999,0,nonexistent,26407
cellular,jul,wed,1,999,0,nonexistent,21302
cellular,dec,fri,3,6,1,success,34481
cellular,aug,tue,1,999,0,nonexistent,27238
cellular,jul,mon,1,999,0,nonexistent,28154
cellular,sep,mon,1,999,0,nonexistent,12018
cellular,aug,fri,1,999,0,nonexistent,7253
cellular,jul,tue,2,999,0,nonexistent,39119
cellular,nov,tue,2,999,0,nonexistent,21216
cellular,oct,fri,1,999,0,nonexistent,10278
cellular,may,mon,1,999,0,nonexistent,31818
cellular,jul,wed,1,999,0,nonexistent,11124
cellular,jul,fri,2,999,0,nonexistent,2974
telephone,jun,thu,1,999,0,nonexistent,8492
cellular,aug,wed,2,999,0,nonexistent,6563
cellular,aug,fri,3,999,0,nonexistent,15377
cellular,may,fri,1,999,1,failure,30484
cellular,jul,wed,5,999,0,nonexistent,20082
telephone,may,wed,1,999,0,nonexistent,41046
cellular,apr,mon,2,999,0,nonexistent,2102
cellular,may,tue,1,999,0,nonexistent,14728
cellular,sep,thu,1,999,0,nonexistent,26958
cellular,nov,wed,1,999,0,nonexistent,321
cellular,aug,wed,1,999,0,nonexistent,19912
telephone,nov,mon,2,999,0,nonexistent,8864
cellular,apr,thu,1,999,0,nonexistent,34139
cellular,apr,fri,3,999,0,nonexistent,38346
cellular,aug,wed,8,999,0,nonexistent,11579
cellular,apr,thu,1,999,0,nonexistent,10590
cellular,may,thu,1,999,0,nonexistent,6379
cellular,may,wed,1,999,1,failure,12582
cellular,aug,fri,1,999,0,nonexistent,37396
telephone,may,thu,2,999,0,nonexistent,1160
telephone,may,fri,1,999,0,nonexistent,19167
cellular,aug,tue,1,999,0,nonexistent,3415
cellular,may,tue,1,999,0,nonexistent,38202
cellular,jul,mon,2,999,0,nonexistent,37608
cellular,may,thu,2,999,0,nonexistent,22894
telephone,jun,fri,2,999,0,nonexistent,20511
cellular,nov,wed,1,999,0,nonexistent,11787
cellular,may,fri,9,999,0,nonexistent,22251
cellular,may,tue,3,999,0,nonexistent,787
telephone,nov,mon,2,999,0,nonexistent,2315
cellular,oct,thu,1,6,2,success,759
telephone,jun,fri,4,999,0,nonexistent,17058
cellular,may,fri,1,999,0,nonexistent,26450
cellular,oct,wed,1,999,1,failure,37720
telephone,jun,thu,6,999,0,nonexistent,7826
telephone,jun,wed,2,999,0,nonexistent,11993
cellular,aug,mon,3,999,0,nonexistent,13887
cellular,aug,wed,1,999,0,nonexistent,39402
telephone,may,mon,1,999,0,nonexistent,25522
cellular,nov,tue,1,999,0,nonexistent,19142
telephone,jun,wed,17,999,0,nonexistent,195
cellular,aug,tue,1,999,0,nonexistent,3797
telephone,sep,wed,1,999,0,nonexistent,36868
cellular,mar,wed,3,999,0,nonexistent,21733
telephone,may,tue,4,999,0,nonexistent,16858
cellular,apr,mon,2,999,1,failure,39521
telephone,may,thu,1,999,0,nonexistent,2709
cellular,may,thu,2,999,0,nonexistent,25683
cellular,may,mon,4,999,1,failure,21430
cellular,jul,thu,1,999,1,failure,8006
cellular,apr,mon,2,999,0,nonexistent,25542
cellular,nov,fri,2,999,0,nonexistent,2334
cellular,apr,tue,1,999,0,nonexistent,30646
cellular,may,wed,1,999,0,nonexistent,20506
telephone,may,fri,2,999,0,nonexistent,31879
cellular,nov,mon,2,999,1,failure,1508
telephone,may,fri,3,999,0,nonexistent,17101
cellular,may,thu,4,999,0,nonexistent,2506
cellular,apr,mon,3,999,0,nonexistent,35923
telephone,jul,tue,2,999,0,nonexistent,6040
cellular,jul,mon,1,999,0,nonexistent,5094
cellular,may,fri,1,999,0,nonexistent,29241
cellular,nov,fri,1,999,0,nonexistent,33646
cellular,aug,mon,3,999,0,nonexistent,32293
telephone,may,fri,2,999,0,nonexistent,31366
cellular,aug,mon,1,999,0,nonexistent,34256
telephone,jun,wed,1,999,0,nonexistent,19711
telephone,may,wed,2,999,0,nonexistent,40866
telephone,jul,tue,1,999,0,nonexistent,27473
cellular,jul,thu,33,999,0,nonexistent,16661
cellular,nov,mon,1,999,1,failure,2214
telephone,jun,fri,3,999,0,nonexistent,36481
cellular,may,tue,1,999,0,nonexistent,27278
cellular,nov,thu,1,999,0,nonexistent,6603
cellular,may,mon,5,999,0,nonexistent,22951
telephone,jun,wed,1,999,0,nonexistent,22443
cellular,aug,tue,1,4,3,success,28933
cellular,may,fri,1,999,0,nonexistent,1481
cellular,nov,tue,1,999,0,nonexistent,11693
cellular,aug,mon,12,999,0,nonexistent,14325
telephone,jun,wed,2,999,0,nonexistent,11068
cellular,may,mon,2,999,0,nonexistent,15451
cellular,aug,fri,1,999,0,nonexistent,16484
telephone,may,mon,2,999,0,nonexistent,1445
cellular,may,mon,3,999,0,nonexistent,32309
cellular,may,fri,1,999,1,failure,3278
cellular,jul,mon,3,999,0,nonexistent,21266
cellular,may,tue,3,999,1,failure,21290
cellular,apr,fri,2,999,0,nonexistent,33339
cellular,jun,tue,1,999,4,failure,27817
cellular,apr,mon,3,999,1,failure,25502
telephone,may,thu,3,999,0,nonexistent,14759
telephone,may,wed,1,999,0,nonexistent,5058
telephone,may,thu,4,999,0,nonexistent,29671
cellular,may,wed,2,999,0,nonexistent,10269
cellular,jun,wed,1,999,0,nonexistent,14714
cellular,aug,mon,3,999,0,nonexistent,20586
telephone,jul,wed,1,999,0,nonexistent,7273
telephone,may,fri,3,999,0,nonexistent,36427
telephone,jun,fri,1,999,0,nonexistent,6451
telephone,may,tue,1,999,0,nonexistent,4177
telephone,may,mon,1,999,0,nonexistent,5185
cellular,nov,tue,2,999,0,nonexistent,31877
cellular,jul,tue,4,999,0,nonexistent,32233
cellular,may,fri,2,999,2,failure,18735
cellular,nov,wed,2,999,0,nonexistent,36786
cellular,may,fri,3,999,0,nonexistent,2280
cellular,jul,tue,1,999,0,nonexistent,39936
telephone,may,tue,1,999,0,nonexistent,32782
cellular,jul,tue,5,999,0,nonexistent,28834
telephone,nov,tue,2,999,0,nonexistent,25012
telephone,may,tue,1,999,0,nonexistent,30764
cellular,may,wed,1,999,1,failure,25778
telephone,may,wed,1,999,0,nonexistent,31652
telephone,jun,mon,2,999,0,nonexistent,36253
telephone,jul,tue,5,999,0,nonexistent,8574
cellular,may,thu,1,999,1,failure,34224
cellular,jul,thu,2,999,1,failure,834
cellular,jul,thu,1,999,0,nonexistent,6621
cellular,nov,mon,1,999,0,nonexistent,27551
cellular,jul,tue,2,999,0,nonexistent,3047
cellular,aug,tue,11,999,0,nonexistent,20916
cellular,nov,fri,1,999,1,failure,26273
cellular,may,thu,1,999,0,nonexistent,39722
cellular,aug,thu,1,999,0,nonexistent,28613
cellular,may,thu,2,999,0,nonexistent,18261
telephone,may,tue,7,999,0,nonexistent,23658
cellular,jul,wed,5,999,0,nonexistent,12317
telephone,may,fri,2,999,0,nonexistent,4160
cellular,jul,fri,5,999,2,failure,1274
telephone,may,tue,1,999,0,nonexistent,27725
telephone,jul,mon,2,999,0,nonexistent,634
cellular,aug,thu,6,999,0,nonexistent,29991
cellular,aug,wed,1,999,0,nonexistent,37533
cellular,aug,mon,2,999,0,nonexistent,15973
telephone,may,thu,2,999,0,nonexistent,35535
telephone,jul,thu,1,999,0,nonexistent,34123
cellular,jul,tue,2,999,0,nonexistent,37883
cellular,apr,fri,2,999,0,nonexistent,4108
telephone,jun,fri,2,999,0,nonexistent,40303
telephone,jun,mon,1,999,0,nonexistent,29391
cellular,jul,tue,5,999,0,nonexistent,16998
cellular,jul,tue,8,999,0,nonexistent,39810
telephone,jun,wed,11,999,0,nonexistent,16167
cellular,oct,fri,1,999,0,nonexistent,109
telephone,apr,thu,7,999,0,nonexistent,14663
cellular,nov,mon,1,999,0,nonexistent,20580
cellular,may,thu,1,999,1,failure,26893
cellular,jul,tue,3,999,0,nonexistent,1076
telephone,may,thu,1,999,0,nonexistent,17606
cellular,nov,tue,5,999,1,failure,8606
cellular,nov,wed,1,999,0,nonexistent,11180
cellular,may,thu,3,999,0,nonexistent,34408
cellular,nov,wed,5,999,0,nonexistent,5709
cellular,aug,fri,2,999,0,nonexistent,36637
cellular,aug,mon,2,999,0,nonexistent,30165
cellular,apr,fri,1,999,1,failure,4567
cellular,oct,tue,2,6,1,success,29267
telephone,jun,mon,3,999,0,nonexistent,843
cellular,aug,tue,2,999,0,nonexistent,26611
cellular,apr,fri,3,999,1,failure,19123
cellular,apr,thu,1,999,0,nonexistent,32941
cellular,jun,tue,2,3,1,success,21973
cellular,jul,tue,6,999,0,nonexistent,12387
telephone,may,fri,2,999,0,nonexistent,8957
telephone,may,fri,2,999,0,nonexistent,15916
telephone,may,tue,1,999,0,nonexistent,24778
cellular,nov,fri,4,999,0,nonexistent,27556
cellular,may,thu,2,999,2,failure,33155
telephone,jun,tue,12,999,0,nonexistent,16210
cellular,jul,tue,2,999,0,nonexistent,15418
cellular,jul,thu,1,999,0,nonexistent,40814
cellular,nov,thu,2,999,0,nonexistent,23090
cellular,aug,wed,1,999,0,nonexistent,7996
cellular,jul,thu,2,999,0,nonexistent,22760
cellular,may,fri,3,999,0,nonexistent,25246
telephone,may,fri,3,999,0,nonexistent,18359
telephone,jun,thu,1,999,0,nonexistent,38485
cellular,may,wed,7,1,2,success,23040
cellular,apr,wed,2,999,0,nonexistent,13355
telephone,may,wed,1,999,0,nonexistent,29856
cellular,apr,thu,1,999,0,nonexistent,29344
cellular,jul,mon,6,999,0,nonexistent,34344
cellular,may,tue,1,999,0,nonexistent,16110
telephone,may,wed,6,999,0,nonexistent,16084
cellular,aug,mon,7,999,0,nonexistent,31729
cellular,apr,fri,1,999,0,nonexistent,15955
cellular,jun,fri,1,4,4,success,14459
telephone,may,tue,2,999,0,nonexistent,616
cellular,mar,fri,1,999,0,nonexistent,38964
cellular,nov,wed,2,999,0,nonexistent,39593
cellular,aug,thu,3,999,0,nonexistent,23312
cellular,oct,fri,3,999,0,nonexistent,4283
telephone,jun,fri,1,999,0,nonexistent,2105
telephone,may,mon,4,999,0,nonexistent,67
telephone,may,thu,6,999,0,nonexistent,31270
cellular,aug,wed,1,999,0,nonexistent,10366
cellular,nov,mon,1,999,1,failure,9973
cellular,may,mon,1,999,1,failure,22912
telephone,jul,wed,6,999,0,nonexistent,38211
telephone,may,fri,2,999,0,nonexistent,17083
telephone,jun,mon,2,999,0,nonexistent,9190
telephone,jun,fri,3,999,0,nonexistent,21927
cellular,may,mon,3,999,0,nonexistent,7440
telephone,jun,thu,1,999,0,nonexistent,28750
telephone,may,mon,1,999,0,nonexistent,13446
cellular,jul,tue,5,999,0,nonexistent,27284
cellular,may,fri,2,999,1,failure,38595
cellular,jul,mon,1,999,0,nonexistent,2663
cellular,nov,mon,2,999,0,nonexistent,17311
telephone,may,fri,9,999,0,nonexistent,12284
cellular,may,fri,1,999,0,nonexistent,678
telephone,may,fri,2,999,1,failure,2889
telephone,may,fri,1,999,0,nonexistent,18961
telephone,jun,wed,6,999,0,nonexistent,37353
cellular,nov,wed,1,999,0,nonexistent,9137
cellular,apr,tue,1,999,1,failure,39381
cellular,jul,thu,1,999,0,nonexistent,1768
cellular,may,thu,1,999,1,failure,41117
cellular,jul,mon,1,999,0,nonexistent,764
cellular,jul,wed,3,999,0,nonexistent,9986
cellular,nov,mon,1,999,0,nonexistent,37245
cellular,may,thu,1,999,1,failure,2106
cellular,may,fri,7,999,0,nonexistent,7887
cellular,nov,fri,2,999,0,nonexistent,4497
cellular,apr,mon,3,999,0,nonexistent,26328
telephone,apr,thu,1,999,0,nonexistent,32392
cellular,jul,wed,1,999,0,nonexistent,3814
telephone,oct,thu,4,999,0,nonexistent,26580
cellular,jul,tue,3,999,0,nonexistent,24707
cellular,jul,wed,1,999,0,nonexistent,33004
cellular,jul,wed,4,999,0,nonexistent,18950
cellular,jul,wed,3,999,0,nonexistent,38131
cellular,may,fri,2,999,0,nonexistent,15908
cellular,jul,tue,2,999,0,nonexistent,12199
cellular,jul,tue,2,999,0,nonexistent,14598
telephone,may,thu,1,999,0,nonexistent,4508
cellular,nov,tue,1,999,0,nonexistent,37334
cellular,may,wed,1,999,1,failure,16218
telephone,jun,tue,7,999,0,nonexistent,28944
telephone,jun,thu,3,999,0,nonexistent,38261
telephone,jun,thu,1,999,0,nonexistent,25158
telephone,jun,tue,1,999,0,nonexistent,32077
telephone,may,tue,1,999,0,nonexistent,19790
telephone,apr,wed,3,999,0,nonexistent,17516
telephone,jun,thu,1,999,0,nonexistent,22790
cellular,apr,tue,1,999,1,failure,7249
cellular,jul,wed,17,999,0,nonexistent,19282
telephone,may,thu,4,999,0,nonexistent,29227
cellular,aug,wed,3,999,0,nonexistent,31310
cellular,nov,fri,5,999,0,nonexistent,33205
telephone,may,mon,2,999,0,nonexistent,36701
telephone,jun,fri,3,999,0,nonexistent,37016
telephone,jul,thu,5,999,0,nonexistent,7671
cellular,nov,wed,1,999,1,failure,25061
cellular,aug,mon,2,999,0,nonexistent,17149
telephone,may,mon,1,999,0,nonexistent,36861
cellular,sep,tue,1,999,0,nonexistent,26388
cellular,apr,fri,4,999,0,nonexistent,32742
cellular,jul,tue,1,999,1,failure,35481
cellular,may,wed,2,999,0,nonexistent,33798
cellular,nov,thu,1,999,0,nonexistent,5026
cellular,nov,tue,2,999,1,failure,10480
cellular,jul,thu,3,999,0,nonexistent,30815
cellular,nov,tue,3,6,3,failure,30109
cellular,apr,fri,1,999,2,failure,10253
telephone,jun,fri,2,999,0,nonexistent,4426
cellular,may,thu,2,999,1,failure,11275
cellular,nov,tue,2,999,0,nonexistent,16555
cellular,may,tue,2,6,2,success,12474
cellular,may,tue,3,999,0,nonexistent,31125
cellular,aug,thu,9,999,0,nonexistent,28067
telephone,may,tue,6,999,0,nonexistent,7903
cellular,aug,mon,3,999,0,nonexistent,30297
cellular,jul,wed,1,999,0,nonexistent,38151
telephone,may,fri,5,999,0,nonexistent,1573
cellular,jun,mon,1,3,1,success,8
telephone,may,mon,1,999,0,nonexistent,25365
telephone,may,mon,1,999,0,nonexistent,19522
telephone,may,wed,2,999,0,nonexistent,19839
cellular,may,thu,3,999,0,nonexistent,34574
cellular,jul,fri,2,999,0,nonexistent,1719
cellular,jul,tue,1,999,0,nonexistent,31226
